Date,Time,Rainfall (inches),Temperature (F)
12/19/2022,6:15:00 PM,0,17
12/19/2022,6:30:00 PM,0,17.2
12/19/2022,6:45:00 PM,0,16.8
12/19/2022,7:00:00 PM,0,16.3
12/19/2022,7:15:00 PM,0,16.6
12/19/2022,7:30:00 PM,0,16.4
12/19/2022,7:45:00 PM,0,16
12/19/2022,8:00:00 PM,0,16.3
12/19/2022,8:15:00 PM,0,16.3
12/19/2022,8:30:00 PM,0,16.5
12/19/2022,8:45:00 PM,0,16.1
12/19/2022,9:00:00 PM,0,16.3
12/19/2022,9:15:00 PM,0,16
12/19/2022,9:30:00 PM,0,15.9
12/19/2022,9:45:00 PM,0,16.1
12/19/2022,10:00:00 PM,0,16.7
12/19/2022,10:15:00 PM,0,17.2
12/19/2022,10:30:00 PM,0,16.7
12/19/2022,10:45:00 PM,0,16.5
12/19/2022,11:00:00 PM,0,16.3
12/19/2022,11:15:00 PM,0,16.2
12/19/2022,11:30:00 PM,0,16
12/19/2022,11:45:00 PM,0,15.7
12/20/2022,12:00:00 AM,0,16.4
12/20/2022,12:15:00 AM,0,16.1
12/20/2022,12:30:00 AM,0,16.2
12/20/2022,12:45:00 AM,0,15.7
12/20/2022,1:00:00 AM,0,15.9
12/20/2022,1:15:00 AM,0,16.8
12/20/2022,1:30:00 AM,0,16.4
12/20/2022,1:45:00 AM,0,17
12/20/2022,2:00:00 AM,0,16.5
12/20/2022,2:15:00 AM,0,16.3
12/20/2022,2:30:00 AM,0,17
12/20/2022,2:45:00 AM,0,16.4
12/20/2022,3:00:00 AM,0,16.2
12/20/2022,3:15:00 AM,0,16.7
12/20/2022,3:30:00 AM,0,16.3
12/20/2022,3:45:00 AM,0,16.9
12/20/2022,4:00:00 AM,0,17.2
12/20/2022,4:15:00 AM,0,17
12/20/2022,4:30:00 AM,0,17.5
12/20/2022,4:45:00 AM,0,17.3
12/20/2022,5:00:00 AM,0,17
12/20/2022,5:15:00 AM,0,16.7
12/20/2022,5:30:00 AM,0,16.6
12/20/2022,5:45:00 AM,0,16.5
12/20/2022,6:00:00 AM,0,16.6
12/20/2022,6:15:00 AM,0,17
12/20/2022,6:30:00 AM,0,17
12/20/2022,6:45:00 AM,0,17
12/20/2022,7:00:00 AM,0,17.2
12/20/2022,7:15:00 AM,0,17.5
12/20/2022,7:30:00 AM,0,16.7
12/20/2022,7:45:00 AM,0,17.1
12/20/2022,8:00:00 AM,0,17.2
12/20/2022,8:15:00 AM,0,17.5
12/20/2022,8:30:00 AM,0,17.2
12/20/2022,8:45:00 AM,0,17.8
12/20/2022,9:00:00 AM,0,18.3
12/20/2022,9:15:00 AM,0,18.6
12/20/2022,9:30:00 AM,0,18.9
12/20/2022,9:45:00 AM,0,19.4
12/20/2022,10:00:00 AM,0,20.1
12/20/2022,10:15:00 AM,0,20
12/20/2022,10:30:00 AM,0,20.5
12/20/2022,10:45:00 AM,0,21.6
12/20/2022,11:00:00 AM,0,21.3
12/20/2022,11:15:00 AM,0,20.9
12/20/2022,11:30:00 AM,0,21.4
12/20/2022,11:45:00 AM,0,20.7
12/20/2022,12:00:00 PM,0,20.9
12/20/2022,12:15:00 PM,0,20.2
12/20/2022,12:30:00 PM,0,21.1
12/20/2022,12:45:00 PM,0,21.1
12/20/2022,1:00:00 PM,0,21.7
12/20/2022,1:15:00 PM,0,22
12/20/2022,1:30:00 PM,0.01,22.6
12/20/2022,1:45:00 PM,0,21.6
12/20/2022,2:00:00 PM,0,21.4
12/20/2022,2:15:00 PM,0,20.4
12/20/2022,2:30:00 PM,0,21.3
12/20/2022,2:45:00 PM,0,20.8
12/20/2022,3:00:00 PM,0,21.6
12/20/2022,3:15:00 PM,0,21.3
12/20/2022,3:30:00 PM,0.01,21.6
12/20/2022,3:45:00 PM,0,21.8
12/20/2022,4:00:00 PM,0,21
12/20/2022,4:15:00 PM,0,20.4
12/20/2022,4:30:00 PM,0.01,19.7
12/20/2022,4:45:00 PM,0,19.6
12/20/2022,5:00:00 PM,0,19.1
12/20/2022,5:15:00 PM,0.01,19.2
12/20/2022,5:30:00 PM,0,19.4
12/20/2022,5:45:00 PM,0,19.3
12/20/2022,6:00:00 PM,0.01,18.5
12/20/2022,6:15:00 PM,0,18.1
12/20/2022,6:30:00 PM,0,18
12/20/2022,6:45:00 PM,0.01,18.4
12/20/2022,7:00:00 PM,0,18.4
12/20/2022,7:15:00 PM,0,18.4
12/20/2022,7:30:00 PM,0,17.9
12/20/2022,7:45:00 PM,0.01,18.1
12/20/2022,8:00:00 PM,0,18.7
12/20/2022,8:15:00 PM,0,18.4
12/20/2022,8:30:00 PM,0,18.2
12/20/2022,8:45:00 PM,0.01,18.1
12/20/2022,9:00:00 PM,0,18.3
12/20/2022,9:15:00 PM,0,18.1
12/20/2022,9:30:00 PM,0,17.4
12/20/2022,9:45:00 PM,0.01,17.9
12/20/2022,10:00:00 PM,0,18
12/20/2022,10:15:00 PM,0,17.6
12/20/2022,10:30:00 PM,0,17.5
12/20/2022,10:45:00 PM,0.01,17.2
12/20/2022,11:00:00 PM,0,17
12/20/2022,11:15:00 PM,0,17.5
12/20/2022,11:30:00 PM,0,17.6
12/20/2022,11:45:00 PM,0,17.6
12/21/2022,12:00:00 AM,0,17.3
12/21/2022,12:15:00 AM,0.01,16.4
12/21/2022,12:30:00 AM,0,16.1
12/21/2022,12:45:00 AM,0,15.9
12/21/2022,1:00:00 AM,0.01,15.7
12/21/2022,1:15:00 AM,0,15.5
12/21/2022,1:30:00 AM,0,14.6
12/21/2022,1:45:00 AM,0,13.7
12/21/2022,2:00:00 AM,0,12.8
12/21/2022,2:15:00 AM,0,12.1
12/21/2022,2:30:00 AM,0,11.7
12/21/2022,2:45:00 AM,0.01,10.8
12/21/2022,3:00:00 AM,0,10.2
12/21/2022,3:15:00 AM,0,9.7
12/21/2022,3:30:00 AM,0,9.2
12/21/2022,3:45:00 AM,0,8.6
12/21/2022,4:00:00 AM,0,8
12/21/2022,4:15:00 AM,0,7.7
12/21/2022,4:30:00 AM,0,7.4
12/21/2022,4:45:00 AM,0,6.9
12/21/2022,5:00:00 AM,0,6.5
12/21/2022,5:15:00 AM,0,6.3
12/21/2022,5:30:00 AM,0.01,6.3
12/21/2022,5:45:00 AM,0,5.9
12/21/2022,6:00:00 AM,0,6.1
12/21/2022,6:15:00 AM,0,5.9
12/21/2022,6:30:00 AM,0,6.5
12/21/2022,6:45:00 AM,0,5.9
12/21/2022,7:00:00 AM,0,5.8
12/21/2022,7:15:00 AM,0,5.3
12/21/2022,7:30:00 AM,0,5.2
12/21/2022,7:45:00 AM,0,4.9
12/21/2022,8:00:00 AM,0,4.7
12/21/2022,8:15:00 AM,0,4.8
12/21/2022,8:30:00 AM,0,4.9
12/21/2022,8:45:00 AM,0,5.4
12/21/2022,9:00:00 AM,0,9.3
12/21/2022,9:15:00 AM,0,13.2
12/21/2022,9:30:00 AM,0,9.3
12/21/2022,9:45:00 AM,0,9.8
12/21/2022,10:00:00 AM,0,13.8
12/21/2022,10:15:00 AM,0,14.4
12/21/2022,10:30:00 AM,0,13.2
12/21/2022,10:45:00 AM,0,14.2
12/21/2022,11:00:00 AM,0,14.1
12/21/2022,11:15:00 AM,0,14.6
12/21/2022,11:30:00 AM,0,16.4
12/21/2022,11:45:00 AM,0,15.5
12/21/2022,12:00:00 PM,0,16.2
12/21/2022,12:15:00 PM,0.01,17.3
12/21/2022,12:30:00 PM,0,18.1
12/21/2022,12:45:00 PM,0,18
12/21/2022,1:00:00 PM,0,18.7
12/21/2022,1:15:00 PM,0,18.6
12/21/2022,1:30:00 PM,0,17.9
12/21/2022,1:45:00 PM,0,17.3
12/21/2022,2:00:00 PM,0,16.6
12/21/2022,2:15:00 PM,0,16.1
12/21/2022,2:30:00 PM,0,15.3
12/21/2022,2:45:00 PM,0,15.4
12/21/2022,3:00:00 PM,0,15
12/21/2022,3:15:00 PM,0,14.3
12/21/2022,3:30:00 PM,0,14.1
12/21/2022,3:45:00 PM,0,12.9
12/21/2022,4:00:00 PM,0,11.9
12/21/2022,4:15:00 PM,0.01,11
12/21/2022,4:30:00 PM,0,10.3
12/21/2022,4:45:00 PM,0,9.5
12/21/2022,5:00:00 PM,0,10.2
12/21/2022,5:15:00 PM,0,9.4
12/21/2022,5:30:00 PM,0,8.6
12/21/2022,5:45:00 PM,0,8.1
12/21/2022,6:00:00 PM,0,7.8
12/21/2022,6:15:00 PM,0,7.2
12/21/2022,6:30:00 PM,0,6.6
12/21/2022,6:45:00 PM,0,6.4
12/21/2022,7:00:00 PM,0,5.8
12/21/2022,7:15:00 PM,0,5.8
12/21/2022,7:30:00 PM,0,5.3
12/21/2022,7:45:00 PM,0,5
12/21/2022,8:00:00 PM,0,4.8
12/21/2022,8:15:00 PM,0,4.5
12/21/2022,8:30:00 PM,0,4.4
12/21/2022,8:45:00 PM,0,4
12/21/2022,9:00:00 PM,0,4
12/21/2022,9:15:00 PM,0,3.9
12/21/2022,9:30:00 PM,0,3.3
12/21/2022,9:45:00 PM,0,3.2
12/21/2022,10:00:00 PM,0,3.1
12/21/2022,10:15:00 PM,0,3
12/21/2022,10:30:00 PM,0,3
12/21/2022,10:45:00 PM,0,2.8
12/21/2022,11:00:00 PM,0,2.6
12/21/2022,11:15:00 PM,0,2.2
12/21/2022,11:30:00 PM,0,2.3
12/21/2022,11:45:00 PM,0,2.5
12/22/2022,12:00:00 AM,0,2.2
12/22/2022,12:15:00 AM,0,2
12/22/2022,12:30:00 AM,0,2
12/22/2022,12:45:00 AM,0,1.7
12/22/2022,1:00:00 AM,0,2.1
12/22/2022,1:15:00 AM,0,3.3
12/22/2022,1:30:00 AM,0,3.4
12/22/2022,1:45:00 AM,0,3.3
12/22/2022,2:00:00 AM,0,3
12/22/2022,2:15:00 AM,0,2.6
12/22/2022,2:30:00 AM,0,2.6
12/22/2022,2:45:00 AM,0,2.1
12/22/2022,3:00:00 AM,0,2.8
12/22/2022,3:15:00 AM,0,4.3
12/22/2022,3:30:00 AM,0,6.1
12/22/2022,3:45:00 AM,0,6.1
12/22/2022,4:00:00 AM,0,6.5
12/22/2022,4:15:00 AM,0,7.2
12/22/2022,4:30:00 AM,0,7.7
12/22/2022,4:45:00 AM,0,8.9
12/22/2022,5:00:00 AM,0,10
12/22/2022,5:15:00 AM,0,10.5
12/22/2022,5:30:00 AM,0,9.6
12/22/2022,5:45:00 AM,0,7.6
12/22/2022,6:00:00 AM,0,6.5
12/22/2022,6:15:00 AM,0,5.7
12/22/2022,6:30:00 AM,0,5.5
12/22/2022,6:45:00 AM,0,5.7
12/22/2022,7:00:00 AM,0,5.6
12/22/2022,7:15:00 AM,0,6.2
12/22/2022,7:30:00 AM,0,7
12/22/2022,7:45:00 AM,0,8.4
12/22/2022,8:00:00 AM,0,8.7
12/22/2022,8:15:00 AM,0,9
12/22/2022,8:30:00 AM,0,9.6
12/22/2022,8:45:00 AM,0,8.8
12/22/2022,9:00:00 AM,0,12.1
12/22/2022,9:15:00 AM,0,10.5
12/22/2022,9:30:00 AM,0,11
12/22/2022,9:45:00 AM,0,13
12/22/2022,10:00:00 AM,0,14.6
12/22/2022,10:15:00 AM,0,13.8
12/22/2022,10:30:00 AM,0,14.9
12/22/2022,10:45:00 AM,0,16.8
12/22/2022,11:00:00 AM,0,17.7
12/22/2022,11:15:00 AM,0,18.1
12/22/2022,11:30:00 AM,0,18.7
12/22/2022,11:45:00 AM,0,18.1
12/22/2022,12:00:00 PM,0,17.5
12/22/2022,12:15:00 PM,0,17.7
12/22/2022,12:30:00 PM,0,18.4
12/22/2022,12:45:00 PM,0,19
12/22/2022,1:00:00 PM,0,19.8
12/22/2022,1:15:00 PM,0,18.6
12/22/2022,1:30:00 PM,0,19.5
12/22/2022,1:45:00 PM,0,19.7
12/22/2022,2:00:00 PM,0,18.9
12/22/2022,2:15:00 PM,0,18.7
12/22/2022,2:30:00 PM,0,18.6
12/22/2022,2:45:00 PM,0,18.6
12/22/2022,3:00:00 PM,0,18.8
12/22/2022,3:15:00 PM,0,18.5
12/22/2022,3:30:00 PM,0,18.6
12/22/2022,3:45:00 PM,0,18.9
12/22/2022,4:00:00 PM,0,19
12/22/2022,4:15:00 PM,0,19.3
12/22/2022,4:30:00 PM,0,18.8
12/22/2022,4:45:00 PM,0,19
12/22/2022,5:00:00 PM,0,18.9
12/22/2022,5:15:00 PM,0,19.1
12/22/2022,5:30:00 PM,0,19.1
12/22/2022,5:45:00 PM,0,19.2
12/22/2022,6:00:00 PM,0,19.2
12/22/2022,6:15:00 PM,0,19.1
12/22/2022,6:30:00 PM,0,19.2
12/22/2022,6:45:00 PM,0,19.1
12/22/2022,7:00:00 PM,0.01,18.5
12/22/2022,7:15:00 PM,0,18.4
12/22/2022,7:30:00 PM,0,18.6
12/22/2022,7:45:00 PM,0,18.6
12/22/2022,8:00:00 PM,0,18.7
12/22/2022,8:15:00 PM,0,18.6
12/22/2022,8:30:00 PM,0,18.9
12/22/2022,8:45:00 PM,0,19.3
12/22/2022,9:00:00 PM,0,19.1
12/22/2022,9:15:00 PM,0,19.2
12/22/2022,9:30:00 PM,0,19.6
12/22/2022,9:45:00 PM,0,19.9
12/22/2022,10:00:00 PM,0,20.3
12/22/2022,10:15:00 PM,0,20.6
12/22/2022,10:30:00 PM,0,19.8
12/22/2022,10:45:00 PM,0.01,19.8
12/22/2022,11:00:00 PM,0,19.3
12/22/2022,11:15:00 PM,0,18.7
12/22/2022,11:30:00 PM,0,18.5
12/22/2022,11:45:00 PM,0,18
12/23/2022,12:00:00 AM,0,17.9
12/23/2022,12:15:00 AM,0,17.8
12/23/2022,12:30:00 AM,0,17.5
12/23/2022,12:45:00 AM,0,18.5
12/23/2022,1:00:00 AM,0,18.4
12/23/2022,1:15:00 AM,0,18.8
12/23/2022,1:30:00 AM,0,18.9
12/23/2022,1:45:00 AM,0,18.4
12/23/2022,2:00:00 AM,0,18.7
12/23/2022,2:15:00 AM,0,19
12/23/2022,2:30:00 AM,0,19.9
12/23/2022,2:45:00 AM,0,20.1
12/23/2022,3:00:00 AM,0,20.7
12/23/2022,3:15:00 AM,0,20.9
12/23/2022,3:30:00 AM,0.01,20.8
12/23/2022,3:45:00 AM,0,21.7
12/23/2022,4:00:00 AM,0,21.8
12/23/2022,4:15:00 AM,0,22.2
12/23/2022,4:30:00 AM,0,23.1
12/23/2022,4:45:00 AM,0,23.6
12/23/2022,5:00:00 AM,0,23.4
12/23/2022,5:15:00 AM,0,23.3
12/23/2022,5:30:00 AM,0,23.9
12/23/2022,5:45:00 AM,0.01,23.6
12/23/2022,6:00:00 AM,0,23.2
12/23/2022,6:15:00 AM,0,23.3
12/23/2022,6:30:00 AM,0,23.4
12/23/2022,6:45:00 AM,0,23.7
12/23/2022,7:00:00 AM,0,24.4
12/23/2022,7:15:00 AM,0,24.9
12/23/2022,7:30:00 AM,0,25.4
12/23/2022,7:45:00 AM,0.01,25.1
12/23/2022,8:00:00 AM,0,25.3
12/23/2022,8:15:00 AM,0,25.3
12/23/2022,8:30:00 AM,0,24.8
12/23/2022,8:45:00 AM,0,25.5
12/23/2022,9:00:00 AM,0,25.3
12/23/2022,9:15:00 AM,0,26
12/23/2022,9:30:00 AM,0,26.8
12/23/2022,9:45:00 AM,0,27.4
12/23/2022,10:00:00 AM,0,27.2
12/23/2022,10:15:00 AM,0,27.7
12/23/2022,10:30:00 AM,0,27.8
12/23/2022,10:45:00 AM,0,27.9
12/23/2022,11:00:00 AM,0,28.2
12/23/2022,11:15:00 AM,0,29.2
12/23/2022,11:30:00 AM,0,29.1
12/23/2022,11:45:00 AM,0,29
12/23/2022,12:00:00 PM,0,28.9
12/23/2022,12:15:00 PM,0,29.2
12/23/2022,12:30:00 PM,0,29
12/23/2022,12:45:00 PM,0,28.8
12/23/2022,1:00:00 PM,0,29.3
12/23/2022,1:15:00 PM,0.01,30
12/23/2022,1:30:00 PM,0,29.9
12/23/2022,1:45:00 PM,0.02,30.2
12/23/2022,2:00:00 PM,0,28.5
12/23/2022,2:15:00 PM,0.03,29.2
12/23/2022,2:30:00 PM,0.01,29.1
12/23/2022,2:45:00 PM,0.02,29.1
12/23/2022,3:00:00 PM,0.02,28.5
12/23/2022,3:15:00 PM,0.03,29.7
12/23/2022,3:30:00 PM,0.03,29.9
12/23/2022,3:45:00 PM,0.02,30.3
12/23/2022,4:00:00 PM,0.01,29.8
12/23/2022,4:15:00 PM,0.02,30.5
12/23/2022,4:30:00 PM,0.01,29.8
12/23/2022,4:45:00 PM,0.01,30
12/23/2022,5:00:00 PM,0.02,30.1
12/23/2022,5:15:00 PM,0,30.5
12/23/2022,11:45:00 PM,0.01,33.2
12/24/2022,12:00:00 AM,0.02,35.6
12/24/2022,12:15:00 AM,0.02,32.7
12/24/2022,12:30:00 AM,0,32.1
12/24/2022,12:45:00 AM,0.01,31.4
12/24/2022,1:00:00 AM,0,31.6
12/24/2022,1:15:00 AM,0.01,31.6
12/24/2022,1:30:00 AM,0.01,31.5
12/24/2022,1:45:00 AM,0,31.3
12/24/2022,2:00:00 AM,0.01,31.4
12/24/2022,2:15:00 AM,0,31.5
12/24/2022,5:30:00 AM,0.07,32.5
12/24/2022,5:45:00 AM,0,32.8
12/24/2022,6:00:00 AM,0.01,32.9
12/24/2022,6:15:00 AM,0,32.6
12/24/2022,6:30:00 AM,0.02,32.8
12/24/2022,6:45:00 AM,0.01,32.8
12/24/2022,7:00:00 AM,0,32.7
12/24/2022,7:15:00 AM,0.01,33.3
12/24/2022,7:30:00 AM,0.01,36.3
12/24/2022,7:45:00 AM,0.01,34.5
12/24/2022,8:00:00 AM,0.01,34.4
12/24/2022,8:15:00 AM,0.01,34.2
12/24/2022,8:30:00 AM,0.01,34.4
12/24/2022,8:45:00 AM,0.02,39.9
12/24/2022,9:00:00 AM,0.05,46.9
12/24/2022,9:15:00 AM,0.05,46.8
12/24/2022,9:30:00 AM,0.05,48.7
12/24/2022,9:45:00 AM,0.05,50
12/24/2022,10:00:00 AM,0.05,50.5
12/24/2022,10:15:00 AM,0.05,50.3
12/24/2022,10:30:00 AM,0.05,49.7
12/24/2022,10:45:00 AM,0.04,49.4
12/24/2022,11:00:00 AM,0.03,50.3
12/24/2022,11:15:00 AM,0.03,49.6
12/24/2022,11:30:00 AM,0.02,49.3
12/24/2022,11:45:00 AM,0.01,49.6
12/24/2022,12:00:00 PM,0,48.2
12/24/2022,12:15:00 PM,0,49.6
12/24/2022,12:30:00 PM,0,49.7
12/24/2022,12:45:00 PM,0,51.4
12/24/2022,1:00:00 PM,0,49.4
12/24/2022,1:15:00 PM,0.01,49.4
12/24/2022,1:30:00 PM,0,50.1
12/24/2022,1:45:00 PM,0,50.7
12/24/2022,2:00:00 PM,0,49.6
12/24/2022,2:15:00 PM,0.03,48.8
12/24/2022,2:30:00 PM,0.01,47.8
12/24/2022,2:45:00 PM,0,46.2
12/24/2022,3:00:00 PM,0,48.4
12/24/2022,3:15:00 PM,0,47.6
12/24/2022,3:30:00 PM,0.01,47.2
12/24/2022,3:45:00 PM,0,46.6
12/24/2022,4:00:00 PM,0,49.5
12/24/2022,4:15:00 PM,0,49
12/24/2022,4:30:00 PM,0,49.6
12/24/2022,4:45:00 PM,0,48.1
12/24/2022,5:00:00 PM,0.02,47.2
12/24/2022,5:15:00 PM,0.02,47.6
12/24/2022,5:30:00 PM,0.01,46
12/24/2022,5:45:00 PM,0,47.1
12/24/2022,6:00:00 PM,0,47.3
12/24/2022,6:15:00 PM,0.01,49
12/24/2022,6:30:00 PM,0,46.5
12/24/2022,6:45:00 PM,0,48.4
12/24/2022,7:00:00 PM,0,44.9
12/24/2022,7:15:00 PM,0,44.3
12/24/2022,7:30:00 PM,0,45.3
12/24/2022,7:45:00 PM,0,46.9
12/24/2022,8:00:00 PM,0,44.2
12/24/2022,8:15:00 PM,0,47.2
12/24/2022,8:30:00 PM,0,45.3
12/24/2022,8:45:00 PM,0,44.9
12/24/2022,9:00:00 PM,0,42.7
12/24/2022,9:15:00 PM,0,43.2
12/24/2022,9:30:00 PM,0,45.3
12/24/2022,9:45:00 PM,0,43.1
12/24/2022,10:00:00 PM,0,42.9
12/24/2022,10:15:00 PM,0,42.7
12/24/2022,10:30:00 PM,0,40.5
12/24/2022,10:45:00 PM,0,40
12/24/2022,11:00:00 PM,0,42.2
12/24/2022,11:15:00 PM,0,42.5
12/24/2022,11:30:00 PM,0,43.1
12/24/2022,11:45:00 PM,0,42.7
12/25/2022,12:00:00 AM,0,42.7
12/25/2022,12:15:00 AM,0,42
12/25/2022,12:30:00 AM,0,41.8
12/25/2022,12:45:00 AM,0,41.5
12/25/2022,1:00:00 AM,0,42.6
12/25/2022,1:15:00 AM,0,42.3
12/25/2022,1:30:00 AM,0,42.5
12/25/2022,1:45:00 AM,0,42.5
12/25/2022,2:00:00 AM,0,43.3
12/25/2022,2:15:00 AM,0,43.8
12/25/2022,2:30:00 AM,0,43.5
12/25/2022,2:45:00 AM,0,43.4
12/25/2022,3:00:00 AM,0.01,42.7
12/25/2022,3:15:00 AM,0,42.2
12/25/2022,3:30:00 AM,0,43.3
12/25/2022,3:45:00 AM,0,42.3
12/25/2022,4:00:00 AM,0,41.8
12/25/2022,4:15:00 AM,0,42.1
12/25/2022,4:30:00 AM,0,42.4
12/25/2022,4:45:00 AM,0,41.1
12/25/2022,5:00:00 AM,0,43
12/25/2022,5:15:00 AM,0,42
12/25/2022,5:30:00 AM,0,41.4
12/25/2022,5:45:00 AM,0,41.1
12/25/2022,6:00:00 AM,0,40.2
12/25/2022,6:15:00 AM,0,41.5
12/25/2022,6:30:00 AM,0,41.3
12/25/2022,6:45:00 AM,0,40.3
12/25/2022,7:00:00 AM,0,40.4
12/25/2022,7:15:00 AM,0,40.5
12/25/2022,7:30:00 AM,0.01,41.3
12/25/2022,7:45:00 AM,0,40.4
12/25/2022,8:00:00 AM,0.01,41.2
12/25/2022,8:15:00 AM,0,42
12/25/2022,8:30:00 AM,0.01,41
12/25/2022,8:45:00 AM,0.01,41.2
12/25/2022,9:00:00 AM,0.01,40.3
12/25/2022,9:15:00 AM,0.01,39.9
12/25/2022,9:30:00 AM,0,40.4
12/25/2022,9:45:00 AM,0,40.3
12/25/2022,10:00:00 AM,0,43.6
12/25/2022,10:15:00 AM,0,40.7
12/25/2022,10:30:00 AM,0,41.8
12/25/2022,10:45:00 AM,0,42.7
12/25/2022,11:00:00 AM,0,43.1
12/25/2022,11:15:00 AM,0,43.4
12/25/2022,11:30:00 AM,0,44.1
12/25/2022,11:45:00 AM,0,43
12/25/2022,12:00:00 PM,0,43.4
12/25/2022,12:15:00 PM,0,42.4
12/25/2022,12:30:00 PM,0,42.4
12/25/2022,12:45:00 PM,0,42.3
12/25/2022,1:00:00 PM,0,45
12/25/2022,1:15:00 PM,0,44.7
12/25/2022,1:30:00 PM,0.01,44.6
12/25/2022,1:45:00 PM,0,44.5
12/25/2022,2:00:00 PM,0,44.4
12/25/2022,2:15:00 PM,0,43.6
12/25/2022,2:30:00 PM,0,44.9
12/25/2022,2:45:00 PM,0,44.9
12/25/2022,3:00:00 PM,0,44.6
12/25/2022,3:15:00 PM,0,44.7
12/25/2022,3:30:00 PM,0,44.6
12/25/2022,3:45:00 PM,0,43.8
12/25/2022,4:00:00 PM,0,43.2
12/25/2022,4:15:00 PM,0,42.6
12/25/2022,4:30:00 PM,0,43
12/25/2022,4:45:00 PM,0,43.3
12/25/2022,5:00:00 PM,0,42.8
12/25/2022,5:15:00 PM,0,42
12/25/2022,5:30:00 PM,0,43.9
12/25/2022,5:45:00 PM,0,44.9
12/25/2022,6:00:00 PM,0,44.9
12/25/2022,6:15:00 PM,0,45.3
12/25/2022,6:30:00 PM,0,46.6
12/25/2022,6:45:00 PM,0,47.6
12/25/2022,7:00:00 PM,0,44
12/25/2022,7:15:00 PM,0,44.4
12/25/2022,7:30:00 PM,0,43.8
12/25/2022,7:45:00 PM,0,43.2
12/25/2022,8:00:00 PM,0,43
12/25/2022,8:15:00 PM,0,42.6
12/25/2022,8:30:00 PM,0,42.3
12/25/2022,8:45:00 PM,0,42.7
12/25/2022,9:00:00 PM,0,42.1
12/25/2022,9:15:00 PM,0,41.9
12/25/2022,9:30:00 PM,0,41.6
12/25/2022,9:45:00 PM,0,41.6
12/25/2022,10:00:00 PM,0,41.8
12/25/2022,10:15:00 PM,0,41.5
12/25/2022,10:30:00 PM,0,41.1
12/25/2022,10:45:00 PM,0,41.4
12/25/2022,11:00:00 PM,0,41.4
12/25/2022,11:15:00 PM,0,41.5
12/25/2022,11:30:00 PM,0,41.8
12/25/2022,11:45:00 PM,0.01,41.9
12/26/2022,12:00:00 AM,0,42
12/26/2022,12:15:00 AM,0,42.5
12/26/2022,12:30:00 AM,0,42.8
12/26/2022,12:45:00 AM,0,44.2
12/26/2022,1:00:00 AM,0.01,43.9
12/26/2022,1:15:00 AM,0.02,45.7
12/26/2022,1:30:00 AM,0.02,52.1
12/26/2022,1:45:00 AM,0.01,53.2
12/26/2022,2:00:00 AM,0.01,53.5
12/26/2022,2:15:00 AM,0.01,53.7
12/26/2022,2:30:00 AM,0,53.9
12/26/2022,2:45:00 AM,0,54.5
12/26/2022,3:00:00 AM,0,55
12/26/2022,3:15:00 AM,0,54.9
12/26/2022,3:30:00 AM,0,54.7
12/26/2022,3:45:00 AM,0,56.8
12/26/2022,4:00:00 AM,0,56.5
12/26/2022,4:15:00 AM,0,56.5
12/26/2022,4:30:00 AM,0,56.5
12/26/2022,4:45:00 AM,0,56
12/26/2022,5:00:00 AM,0,55.8
12/26/2022,5:15:00 AM,0,56.1
12/26/2022,5:30:00 AM,0,56.7
12/26/2022,5:45:00 AM,0,56.2
12/26/2022,6:00:00 AM,0,58.4
12/26/2022,6:15:00 AM,0,59.7
12/26/2022,6:30:00 AM,0,60.4
12/26/2022,6:45:00 AM,0,58
12/26/2022,7:00:00 AM,0,57.3
12/26/2022,7:15:00 AM,0.01,55.8
12/26/2022,7:30:00 AM,0.01,55.8
12/26/2022,7:45:00 AM,0,55.6
12/26/2022,8:00:00 AM,0,55.8
12/26/2022,8:15:00 AM,0,56
12/26/2022,8:30:00 AM,0,55.9
12/26/2022,8:45:00 AM,0,55.5
12/26/2022,9:00:00 AM,0.02,53.5
12/26/2022,9:15:00 AM,0,52.3
12/26/2022,9:30:00 AM,0,51.6
12/26/2022,9:45:00 AM,0,51
12/26/2022,10:00:00 AM,0,51.4
12/26/2022,10:15:00 AM,0,51.5
12/26/2022,10:30:00 AM,0,51.2
12/26/2022,10:45:00 AM,0,52.5
12/26/2022,11:00:00 AM,0.01,51.4
12/26/2022,11:15:00 AM,0,51.2
12/26/2022,11:30:00 AM,0.01,51
12/26/2022,11:45:00 AM,0,50.3
12/26/2022,12:00:00 PM,0,51.2
12/26/2022,12:15:00 PM,0.01,50.9
12/26/2022,12:30:00 PM,0,50.6
12/26/2022,12:45:00 PM,0,50.3
12/26/2022,1:00:00 PM,0,49.9
12/26/2022,1:15:00 PM,0,49.8
12/26/2022,1:30:00 PM,0,50
12/26/2022,1:45:00 PM,0,48.9
12/26/2022,2:00:00 PM,0,47.6
12/26/2022,2:15:00 PM,0,48.6
12/26/2022,2:30:00 PM,0,47.9
12/26/2022,2:45:00 PM,0,47
12/26/2022,3:00:00 PM,0,47.8
12/26/2022,3:15:00 PM,0,46.5
12/26/2022,3:30:00 PM,0,46.1
12/26/2022,3:45:00 PM,0,46
12/26/2022,4:00:00 PM,0,47.5
12/26/2022,4:15:00 PM,0,48.5
12/26/2022,4:30:00 PM,0,47.8
12/26/2022,4:45:00 PM,0,47.9
12/26/2022,5:00:00 PM,0,47.2
12/26/2022,5:15:00 PM,0,46.5
12/26/2022,5:30:00 PM,0,46.4
